IDCliente,Estado Civil,Género,Hijos,Hijos en casa,Educación,Ocupación,Casa,Coches,Distancia,Región,Comprador,Edad,Ingresos
24564,S,M,3,5,Bachiller,Administrativo,0,0,10+ KM,Europa,0,51,110000
24565,S,M,4,5,ESO,Profesional,0,2,10+ KM,Europa,1,52,110000
24566,S,F,4,5,ESO,Profesional,0,4,0-1 KM,Europa,0,52,170000
24567,C,F,4,1,Formación Profesional,Profesional,1,3,10+ KM,Europa,0,58,80000
24568,S,M,4,5,Formación Profesional,Profesional,0,3,10+ KM,Europa,0,59,130000
24569,C,M,4,5,Formación Profesional,Profesional,1,3,0-1 KM,Europa,1,53,130000
24570,S,F,4,1,Formación Profesional,Administrativo,1,3,10+ KM,Europa,0,60,90000
24571,S,M,4,1,Formación Profesional,Administrativo,1,3,10+ KM,Europa,0,48,90000
24572,C,F,3,4,ESO,Administrativo,1,4,10+ KM,Europa,0,54,100000
24573,C,M,4,5,Formación Profesional,Administrativo,1,3,0-1 KM,Europa,1,54,130000
24574,S,F,4,5,ESO,Administrativo,0,4,10+ KM,Europa,0,60,150000
24575,S,M,3,5,Formación Profesional,Administrativo,0,4,10+ KM,Europa,0,55,150000
24576,S,M,4,5,Formación Profesional,Administrativo,0,4,0-1 KM,Europa,0,60,150000
24577,S,M,0,5,Formación Profesional,Administrativo,0,4,0-1 KM,Europa,1,62,170000
24578,S,F,5,0,FP en curso,Obrero,0,2,5-10 KM,Europa,0,57,90000
24579,S,M,3,5,FP en curso,Profesional,0,0,5-10 KM,Europa,0,62,100000
24580,C,M,4,5,FP en curso,Profesional,1,3,10+ KM,Europa,1,57,110000
24581,C,M,5,5,FP en curso,Profesional,1,4,0-1 KM,Europa,0,62,130000
24582,C,F,5,5,FP en curso,Profesional,0,4,10+ KM,Europa,1,56,160000
24583,S,M,5,5,FP en curso,Profesional,0,4,0-1 KM,Europa,1,62,170000
24584,S,M,0,0,Bachiller,Profesional,0,3,2-5 KM,Pacífico,0,34,60000
24585,C,M,0,0,Bachiller,Profesional,1,4,10+ KM,Pacífico,1,34,60000
24586,S,M,0,0,Bachiller,Profesional,1,2,10+ KM,Pacífico,1,34,70000
24587,C,F,0,0,Bachiller,Profesional,1,2,10+ KM,Pacífico,1,34,70000
24588,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,0,34,70000
24589,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,0,34,70000
24590,C,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,36,70000
24591,S,M,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,0,35,70000
24592,S,M,0,0,Bachiller,Profesional,0,2,10+ KM,Pacífico,1,34,90000
24593,C,F,0,0,Bachiller,Profesional,0,4,10+ KM,Pacífico,0,35,70000
24594,C,M,0,0,FP en curso,Profesional,1,4,10+ KM,Pacífico,0,36,70000
24595,S,M,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,0,36,80000
24596,C,F,0,0,Bachiller,Profesional,1,3,10+ KM,Pacífico,1,36,80000
24597,S,M,0,0,Bachiller,Profesional,1,2,10+ KM,Pacífico,1,35,90000
24598,S,M,0,5,Formación Profesional,Administrativo,1,2,10+ KM,Pacífico,1,30,100000
24599,C,F,4,5,Formación Profesional,Administrativo,1,4,0-1 KM,Pacífico,0,30,130000
24600,C,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,0,31,90000
24601,S,F,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,31,90000
24602,S,M,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,1,36,90000
24603,S,M,0,0,Bachiller,Profesional,0,3,10+ KM,Pacífico,0,37,80000
24604,C,M,0,0,Bachiller,Profesional,1,3,10+ KM,Pacífico,1,38,90000
24605,S,M,0,5,Formación Profesional,Administrativo,0,3,10+ KM,Pacífico,1,37,100000
24606,C,F,0,5,Formación Profesional,Administrativo,1,3,10+ KM,Pacífico,1,31,100000
24607,S,F,0,0,Bachiller,Profesional,0,4,10+ KM,Pacífico,0,33,80000
24608,C,F,0,5,Formación Profesional,Administrativo,1,3,10+ KM,Pacífico,1,31,110000
24609,C,F,0,5,FP en curso,Profesional,0,4,10+ KM,Pacífico,1,37,120000
24610,S,M,4,5,Formación Profesional,Administrativo,0,4,10+ KM,Pacífico,0,37,130000
24611,S,M,0,0,Bachiller,Profesional,0,4,10+ KM,Pacífico,1,33,90000
24612,S,M,0,0,Bachiller,Profesional,1,4,10+ KM,Pacífico,1,39,90000
24613,C,F,0,5,FP en curso,Profesional,1,4,10+ KM,Pacífico,1,39,100000
24614,C,F,0,5,FP en curso,Profesional,0,4,10+ KM,Pacífico,1,39,120000
24615,C,M,0,5,FP en curso,Profesional,1,4,10+ KM,Pacífico,1,38,110000
24616,C,F,4,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,60,40000
24617,C,F,4,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,0,61,30000
24618,C,M,4,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,55,30000
24619,S,F,4,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,62,30000
24620,C,F,4,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,62,30000
24621,C,M,4,0,Formación Profesional,Profesional,1,2,5-10 KM,Norte América,0,67,40000
24622,C,M,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,72,50000
24623,C,F,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,72,60000
24624,C,F,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,72,60000
24625,C,F,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,71,60000
24626,C,M,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,71,60000
24627,S,M,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,70,60000
24628,S,M,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,70,60000
24629,C,M,3,0,Grado Universitario,Administrativo,0,2,1-2 KM,Norte América,0,70,60000
24630,C,F,3,0,Grado Universitario,Administrativo,1,2,1-2 KM,Norte América,0,70,60000
24631,S,F,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,71,60000
24632,S,F,3,0,Bachiller,Administrativo,0,2,1-2 KM,Norte América,1,69,60000
24633,C,M,3,0,Bachiller,Administrativo,0,2,1-2 KM,Norte América,1,69,60000
24634,C,F,3,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,69,60000
24635,S,F,3,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,69,60000
24636,C,F,3,0,Grado Universitario,Administrativo,1,2,10+ KM,Norte América,0,69,60000
24637,C,M,4,0,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,68,40000
24638,S,F,4,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,0,62,40000
24639,C,M,3,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,68,50000
24640,S,F,4,0,Bachiller,Administrativo,0,2,1-2 KM,Norte América,1,68,50000
24641,C,F,4,0,Bachiller,Administrativo,1,2,1-2 KM,Norte América,1,61,60000
24642,S,M,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,66,60000
24643,S,F,4,0,Bachiller,Administrativo,1,2,10+ KM,Norte América,0,66,60000
24644,C,M,4,0,Bachiller,Administrativo,0,2,1-2 KM,Norte América,1,66,60000
24645,C,M,4,0,Bachiller,Administrativo,0,2,1-2 KM,Norte América,1,61,60000
24646,C,M,4,0,Formación Profesional,Profesional,1,2,10+ KM,Norte América,1,65,30000
24647,S,M,5,0,FP en curso,Religión,0,2,1-2 KM,Norte América,0,65,30000
24648,S,F,5,0,FP en curso,Religión,0,2,10+ KM,Norte América,1,59,30000
24649,C,M,4,0,Formación Profesional,Profesional,0,2,1-2 KM,Norte América,0,57,40000
24650,S,F,5,0,FP en curso,Religión,0,3,1-2 KM,Norte América,0,65,20000
24651,S,M,5,0,FP en curso,Religión,0,3,10+ KM,Norte América,0,64,20000
24652,S,M,5,0,FP en curso,Religión,0,4,10+ KM,Norte América,0,64,20000
24653,C,F,5,0,Formación Profesional,Profesional,1,3,10+ KM,Norte América,1,63,40000
24654,S,F,5,0,Formación Profesional,Profesional,0,4,2-5 KM,Norte América,1,63,40000
24655,C,F,5,0,Bachiller,Administrativo,1,3,10+ KM,Norte América,0,63,70000
24656,C,F,5,0,Bachiller,Administrativo,1,3,2-5 KM,Norte América,0,63,70000
24657,C,F,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,62,40000
24658,C,F,2,1,Formación Profesional,Profesional,0,2,2-5 KM,Norte América,0,46,40000
24659,C,F,2,1,Bachiller,Administrativo,1,1,2-5 KM,Norte América,0,63,70000
24660,S,F,2,1,Bachiller,Administrativo,0,1,2-5 KM,Norte América,1,62,70000
24661,S,F,2,1,Bachiller,Administrativo,0,1,2-5 KM,Norte América,1,62,70000
24662,S,F,2,1,Bachiller,Administrativo,0,1,2-5 KM,Norte América,1,62,70000
24663,S,F,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,62,40000
24664,C,M,2,1,Formación Profesional,Profesional,1,2,2-5 KM,Norte América,1,45,40000
24665,S,F,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,61,40000
24666,C,F,2,1,Formación Profesional,Profesional,0,2,2-5 KM,Norte América,1,61,40000
24667,S,F,2,1,ESO,Profesional,1,1,10+ KM,Norte América,0,61,60000
24668,C,F,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,62,60000
24669,C,M,4,1,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,61,70000
24670,S,F,4,1,Bachiller,Administrativo,1,2,10+ KM,Norte América,1,62,70000
24671,C,M,2,1,FP en curso,Obrero,1,2,2-5 KM,Norte América,1,54,40000
24672,C,M,2,1,ESO,Profesional,1,2,10+ KM,Norte América,0,60,60000
24673,C,F,4,1,ESO,Profesional,1,2,1-2 KM,Norte América,1,49,70000
24674,C,M,5,1,ESO,Profesional,1,2,1-2 KM,Norte América,1,60,70000
24675,S,M,5,1,ESO,Profesional,1,2,10+ KM,Norte América,1,60,70000
24676,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,59,60000
24677,C,M,2,1,ESO,Profesional,1,1,2-5 KM,Norte América,0,54,60000
24678,S,M,2,1,ESO,Profesional,1,1,10+ KM,Norte América,0,48,60000
24679,C,M,4,2,ESO,Profesional,1,1,10+ KM,Norte América,0,60,70000
24680,S,M,3,1,Bachiller,Administrativo,0,1,1-2 KM,Norte América,1,59,80000
24681,S,F,3,1,Bachiller,Administrativo,0,1,1-2 KM,Norte América,1,59,80000
24682,C,F,2,1,Formación Profesional,Profesional,1,2,10+ KM,Norte América,0,58,60000
24683,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,53,60000
24684,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,58,60000
24685,C,M,2,1,ESO,Profesional,1,2,2-5 KM,Norte América,1,58,60000
24686,S,F,2,1,FP en curso,Obrero,1,2,10+ KM,Norte América,0,57,70000
24687,S,F,2,1,FP en curso,Obrero,1,2,10+ KM,Norte América,0,57,70000
24688,C,F,3,1,FP en curso,Obrero,0,3,2-5 KM,Norte América,1,51,60000
24689,C,F,0,0,ESO,Religión,0,1,1-2 KM,Europa,1,36,30000
24690,S,M,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,1,30,20000
24691,C,F,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,29,20000
24692,C,F,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,30,20000
24693,S,F,0,0,ESO,Religión,1,1,2-5 KM,Europa,0,30,30000
24694,S,M,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,31,30000
24695,S,M,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,31,30000
24696,S,F,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,0,31,30000
24697,C,M,1,1,Bachiller,Obrero,1,0,0-1 KM,Europa,1,35,40000
24698,S,M,0,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,1,36,30000
24699,S,F,0,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,37,20000
24700,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,1,37,30000
24701,C,M,1,1,Bachiller,Obrero,1,0,1-2 KM,Europa,1,31,40000
24702,S,F,0,0,Grado Universitario,Obrero,0,0,0-1 KM,Europa,1,36,40000
24703,C,M,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,37,20000
24704,C,M,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,32,20000
24705,S,F,0,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,1,38,30000
24706,S,F,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,1,38,30000
24707,S,M,0,0,Formación Profesional,Manual,1,1,2-5 KM,Europa,1,37,30000
24708,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,1,32,30000
24709,C,F,1,1,Bachiller,Obrero,1,1,0-1 KM,Europa,1,32,40000
24710,C,F,1,1,Bachiller,Obrero,1,1,1-2 KM,Europa,1,32,40000
24711,S,F,1,1,ESO,Religión,0,1,0-1 KM,Europa,1,37,40000
24712,C,F,2,2,ESO,Religión,1,0,1-2 KM,Europa,1,37,40000
24713,S,M,4,0,FP en curso,Manual,0,2,1-2 KM,Europa,0,93,10000
24714,S,F,0,0,FP en curso,Manual,1,2,1-2 KM,Europa,0,33,20000
24715,S,F,0,0,FP en curso,Manual,0,2,0-1 KM,Europa,0,39,20000
24716,C,M,0,0,Formación Profesional,Manual,0,1,1-2 KM,Europa,1,38,30000
24717,S,M,0,0,Formación Profesional,Manual,0,1,2-5 KM,Europa,1,38,30000
24718,S,M,2,2,ESO,Religión,1,1,1-2 KM,Europa,1,33,40000
24719,C,F,2,2,ESO,Religión,1,1,0-1 KM,Europa,0,38,40000
24720,S,F,2,2,ESO,Religión,1,2,1-2 KM,Europa,0,32,40000
24721,C,F,2,2,ESO,Religión,1,2,1-2 KM,Europa,0,38,40000
24722,S,M,2,2,ESO,Religión,1,2,1-2 KM,Europa,0,40,40000
24723,C,F,2,2,ESO,Religión,1,2,0-1 KM,Europa,1,39,40000
24724,C,M,2,2,ESO,Religión,1,2,1-2 KM,Europa,0,39,40000
24725,C,F,3,3,ESO,Religión,1,0,1-2 KM,Norte América,0,29,40000
24726,C,F,3,3,ESO,Religión,1,1,1-2 KM,Norte América,0,34,40000
24727,C,F,3,3,ESO,Religión,1,2,1-2 KM,Norte América,0,36,40000
24728,S,F,0,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,35,50000
24729,S,M,0,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,35,50000
24730,C,M,4,4,ESO,Religión,1,1,0-1 KM,Norte América,0,34,40000
24731,C,M,4,4,ESO,Religión,1,1,0-1 KM,Norte América,0,34,40000
24732,C,M,1,0,Bachiller,Obrero,1,1,2-5 KM,Norte América,0,73,30000
24733,S,M,0,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,43,80000
24734,S,M,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,43,80000
24735,S,F,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,43,80000
24736,S,F,3,0,FP en curso,Religión,1,2,1-2 KM,Norte América,0,56,20000
24737,S,F,3,0,FP en curso,Religión,1,2,1-2 KM,Norte América,0,55,20000
24738,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,1,50,40000
24739,C,M,1,0,ESO,Religión,1,1,0-1 KM,Norte América,1,56,40000
24740,S,F,3,0,FP en curso,Religión,0,2,1-2 KM,Norte América,0,54,20000
24741,S,F,3,0,FP en curso,Religión,0,2,0-1 KM,Norte América,0,54,20000
24742,S,F,1,0,Formación Profesional,Religión,0,2,1-2 KM,Norte América,0,55,30000
24743,S,F,2,0,Formación Profesional,Obrero,0,2,0-1 KM,Norte América,0,53,30000
24744,C,M,2,0,Formación Profesional,Obrero,1,2,1-2 KM,Norte América,0,53,30000
24745,S,F,2,0,Formación Profesional,Obrero,0,2,0-1 KM,Norte América,0,53,30000
24746,S,M,2,1,FP en curso,Religión,1,2,1-2 KM,Norte América,0,52,20000
24747,S,M,2,1,FP en curso,Religión,1,2,1-2 KM,Norte América,0,52,20000
24748,C,M,2,1,FP en curso,Religión,1,2,0-1 KM,Norte América,0,52,20000
24749,C,M,2,1,FP en curso,Religión,1,2,1-2 KM,Norte América,0,36,20000
24750,C,F,2,1,FP en curso,Religión,1,2,1-2 KM,Norte América,0,52,20000
24751,C,F,2,0,Formación Profesional,Obrero,1,2,1-2 KM,Norte América,0,42,30000
24752,S,M,2,0,Formación Profesional,Obrero,1,2,1-2 KM,Norte América,1,51,30000
24753,S,M,2,0,Formación Profesional,Obrero,1,2,1-2 KM,Norte América,1,51,30000
24754,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,1,45,40000
24755,C,M,1,0,ESO,Religión,1,1,0-1 KM,Norte América,0,51,40000
24756,C,M,1,0,ESO,Religión,1,1,1-2 KM,Norte América,1,46,40000
24757,C,F,1,0,ESO,Religión,1,1,1-2 KM,Norte América,1,46,40000
24758,C,F,2,0,ESO,Religión,0,1,0-1 KM,Norte América,0,44,40000
24759,S,F,2,0,ESO,Religión,0,1,1-2 KM,Norte América,1,50,40000
24760,S,M,2,0,ESO,Religión,1,1,1-2 KM,Norte América,1,50,40000
24761,S,M,2,0,ESO,Religión,1,1,1-2 KM,Norte América,1,50,40000
24762,S,M,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,32,50000
24763,S,M,0,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,36,40000
24764,C,F,0,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,36,40000
24765,S,F,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,37,40000
24766,C,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,36,40000
24767,C,F,1,0,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,0,31,40000
24768,C,M,1,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,36,40000
24769,S,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,31,40000
24770,C,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,36,60000
24771,C,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,32,50000
24772,C,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,32,50000
24773,C,F,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,38,70000
24774,S,M,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,39,70000
24775,C,F,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,38,70000
24776,C,F,1,0,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,0,38,70000
24777,C,M,1,0,Grado Universitario,Obrero,0,0,0-1 KM,Norte América,0,33,70000
24778,C,M,1,1,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,38,70000
24779,C,F,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,38,70000
24780,C,F,1,1,Grado Universitario,Obrero,1,0,0-1 KM,Norte América,1,38,70000
24781,C,F,1,1,Grado Universitario,Obrero,1,0,1-2 KM,Norte América,1,31,50000
24782,C,F,1,0,Grado Universitario,Obrero,1,0,2-5 KM,Norte América,1,38,60000
24783,C,M,1,0,Grado Universitario,Obrero,1,0,2-5 KM,Norte América,1,37,60000
24784,S,F,1,0,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,1,37,70000
24785,C,M,1,1,Bachiller,Obrero,1,0,0-1 KM,Norte América,1,34,40000
24786,C,F,1,1,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,34,40000
24787,C,F,1,1,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,39,40000
24788,C,F,1,1,Bachiller,Obrero,1,1,0-1 KM,Norte América,1,39,40000
24789,C,F,1,1,Bachiller,Obrero,1,1,0-1 KM,Norte América,1,39,40000
24790,C,F,1,1,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,34,40000
24791,C,F,1,1,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,39,40000
24792,C,M,1,1,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,39,40000
24793,C,M,1,1,Bachiller,Obrero,1,1,0-1 KM,Norte América,1,39,40000
24794,C,M,1,1,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,40,60000
24795,C,F,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,34,60000
24796,C,F,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,40,60000
24797,S,M,2,2,Bachiller,Obrero,0,0,0-1 KM,Norte América,1,40,60000
24798,S,M,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,40,60000
24799,S,M,2,2,Bachiller,Obrero,1,0,2-5 KM,Norte América,1,40,60000
24800,S,M,1,0,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,1,38,60000
24801,S,M,1,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,38,60000
24802,S,M,3,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,39,70000
24803,C,F,4,4,Formación Profesional,Obrero,1,3,10+ KM,Norte América,0,36,40000
24804,C,F,2,2,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,36,70000
24805,C,F,5,5,Formación Profesional,Obrero,1,2,2-5 KM,Norte América,0,36,40000
24806,C,F,4,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,40,70000
24807,C,F,4,0,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,1,39,70000
24808,C,M,4,0,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,1,39,70000
24809,C,F,4,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,40,70000
24810,C,F,2,2,Bachiller,Obrero,1,1,2-5 KM,Norte América,1,43,50000
24811,S,F,2,2,Bachiller,Obrero,0,1,0-1 KM,Norte América,1,42,50000
24812,C,M,3,3,Bachiller,Obrero,1,1,2-5 KM,Norte América,0,43,80000
24813,C,M,3,3,Bachiller,Obrero,1,1,2-5 KM,Norte América,0,43,80000
24814,S,M,0,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,43,60000
24815,S,F,4,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,43,70000
24816,C,F,2,0,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,0,40,60000
24817,C,F,2,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,29,60000
24818,C,F,5,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,41,70000
24819,C,M,5,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,35,70000
24820,C,M,5,5,Grado Universitario,Profesional,1,2,2-5 KM,Norte América,0,34,70000
24821,C,F,5,5,Grado Universitario,Profesional,1,2,0-1 KM,Norte América,0,40,70000
24822,C,F,5,5,Grado Universitario,Profesional,1,3,10+ KM,Norte América,0,41,70000
24823,C,M,5,5,Grado Universitario,Profesional,1,3,10+ KM,Norte América,0,29,70000
24824,S,F,0,0,Bachiller,Profesional,1,1,2-5 KM,Norte América,1,44,40000
24825,C,F,3,3,Bachiller,Obrero,1,2,2-5 KM,Norte América,0,39,50000
24826,C,M,3,3,Bachiller,Obrero,0,2,0-1 KM,Norte América,0,44,50000
24827,C,M,3,3,Bachiller,Obrero,1,3,10+ KM,Norte América,0,44,50000
24828,S,F,0,0,Grado Universitario,Profesional,1,0,2-5 KM,Norte América,1,45,60000
24829,C,M,0,0,Grado Universitario,Profesional,0,0,0-1 KM,Norte América,0,45,60000
24830,C,F,0,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,0,44,60000
24831,S,M,0,0,Grado Universitario,Profesional,1,1,2-5 KM,Norte América,1,39,60000
24832,C,F,0,0,Grado Universitario,Profesional,0,1,0-1 KM,Norte América,1,44,60000
24833,S,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,42,40000
24834,C,F,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,36,40000
24835,S,M,0,0,Grado Universitario,Religión,1,0,0-1 KM,Europa,1,35,40000
24836,S,F,4,0,ESO,Manual,0,2,0-1 KM,Europa,0,84,10000
24837,S,M,2,4,ESO,Profesional,0,2,0-1 KM,Europa,1,41,130000
24838,S,M,3,4,ESO,Profesional,0,3,5-10 KM,Europa,0,47,130000
24839,S,F,3,4,Formación Profesional,Profesional,0,4,5-10 KM,Europa,0,53,120000
24840,C,M,3,4,FP en curso,Profesional,0,4,5-10 KM,Europa,0,42,120000
24841,C,M,2,1,Formación Profesional,Profesional,1,2,2-5 KM,Europa,1,48,90000
24842,S,F,3,2,Formación Profesional,Profesional,0,1,2-5 KM,Europa,0,49,90000
24843,C,M,3,4,ESO,Profesional,0,3,5-10 KM,Europa,0,54,130000
24844,S,F,5,1,Formación Profesional,Profesional,1,2,10+ KM,Europa,0,60,70000
24845,C,M,5,1,Formación Profesional,Profesional,1,2,2-5 KM,Europa,0,59,70000
24846,S,F,5,0,Bachiller,Administrativo,0,2,2-5 KM,Europa,0,65,80000
24847,C,F,3,4,Bachiller,Administrativo,1,3,0-1 KM,Europa,1,65,130000
24848,C,M,5,1,Formación Profesional,Profesional,1,3,10+ KM,Europa,0,64,70000
24849,C,F,2,3,Bachiller,Administrativo,0,4,2-5 KM,Europa,0,63,100000
24850,C,M,4,5,Bachiller,Administrativo,1,1,10+ KM,Europa,1,63,120000
24851,C,F,4,4,ESO,Profesional,1,4,0-1 KM,Europa,0,63,130000
24852,C,F,4,4,Bachiller,Administrativo,1,3,0-1 KM,Europa,1,64,170000
24853,S,M,4,2,ESO,Profesional,1,1,10+ KM,Europa,0,55,80000
24854,S,F,3,4,ESO,Profesional,1,4,10+ KM,Europa,0,56,110000
24855,S,F,3,4,ESO,Profesional,0,4,0-1 KM,Europa,0,44,130000
24856,C,F,3,4,ESO,Profesional,0,4,5-10 KM,Europa,0,56,130000
24857,C,F,3,4,Formación Profesional,Profesional,1,4,0-1 KM,Europa,0,50,130000
24858,C,M,3,4,Formación Profesional,Profesional,1,4,0-1 KM,Europa,0,55,130000
24859,S,M,3,5,Formación Profesional,Profesional,0,0,5-10 KM,Europa,0,55,130000
24860,S,M,0,5,FP en curso,Profesional,0,2,0-1 KM,Europa,1,55,170000
24861,C,F,4,2,ESO,Profesional,1,2,2-5 KM,Europa,0,56,90000
24862,C,F,3,4,Bachiller,Administrativo,0,3,2-5 KM,Europa,0,56,100000
24863,S,M,3,4,Bachiller,Administrativo,0,4,2-5 KM,Europa,0,57,100000
24864,C,M,4,1,ESO,Profesional,1,2,10+ KM,Europa,0,58,90000
24865,S,F,4,5,Bachiller,Administrativo,0,2,10+ KM,Europa,1,46,160000
24866,C,M,4,1,Formación Profesional,Profesional,1,3,10+ KM,Europa,0,53,80000
24867,S,F,4,1,Formación Profesional,Profesional,1,3,10+ KM,Europa,0,58,90000
24868,C,M,4,5,Formación Profesional,Profesional,1,3,0-1 KM,Europa,1,58,130000
24869,C,M,4,5,Formación Profesional,Profesional,0,3,10+ KM,Europa,0,58,130000
24870,C,F,4,5,Bachiller,Administrativo,1,3,0-1 KM,Europa,1,59,150000
24871,S,F,4,1,Formación Profesional,Administrativo,0,3,5-10 KM,Europa,0,54,90000
24872,S,F,4,1,Formación Profesional,Administrativo,1,3,10+ KM,Europa,0,53,90000
